發生時間,發生地點,死亡受傷人數,車種,經度,緯度
111年05月16日 14時58分43秒,宜蘭縣頭城鎮頭濱路2段320號前0.0公尺北側,死亡1;受傷0,普通重型-機車,121.822856,24.833757
111年05月17日 05時28分00秒,彰化縣大城鄉公館村東平路前0.0公尺,死亡1;受傷1,自用-小貨車(含客、貨兩用);自用-曳引車;乘客-人,120.363484,23.893557
111年05月17日 07時05分00秒,臺中市西屯區林厝里中科路 / 臺中市西屯區林厝里福雅路,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.630876,24.205448
111年05月17日 08時59分00秒,新竹縣寶山鄉三峰路2段口 / 新竹縣寶山鄉嵩翠路口,死亡1;受傷0,營業用-曳引車;普通重型-機車,121.000725,24.745268
111年05月17日 11時37分00秒,彰化縣埔心鄉油車村員埔路 / 彰化縣埔心鄉油車村二抱路2段,死亡1;受傷0,營業用-大貨車;行人-人,120.540988,23.970227
111年05月17日 12時54分00秒,彰化縣和美鎮和東里彰美路5段 / 彰化縣和美鎮和東里仁美路,死亡1;受傷0,腳踏自行車-慢車;自用-小貨車(含客、貨兩用),120.501736,24.108403
111年05月17日 14時22分35秒,苗栗縣獅潭鄉豐林村中豐公路28-2號附近,死亡1;受傷0,大型重型1(550C.C.以上)-機車;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用),120.898961,24.488753
111年05月17日 21時03分00秒,彰化縣埔鹽鄉埔鹽村彰水路2段149弄前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.475432,23.999287
111年05月18日 07時52分00秒,屏東縣萬丹鄉西環路口 / 屏東縣萬丹鄉福德街口,死亡1;受傷0,普通重型-機車;自用-小客車,120.484994,22.582927
111年05月18日 08時50分00秒,屏東縣鹽埔鄉高朗村三民路83-6號,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,120.581549,22.743395
111年05月18日 15時12分00秒,新北市三峽區新北市三峽區添福路3K處(燈桿196696號),死亡1;受傷0,自用-小客車;普通重型-機車,121.480928,25.009229
111年05月19日 07時41分00秒,新北市三重區中正北路39號前0.0公尺,死亡1;受傷0,普通重型-機車;民營客運-大客車;普通重型-機車;自用-小客車,121.491111,25.062717
111年05月19日 07時42分00秒,嘉義縣民雄鄉福權村福權3-5號前,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車,120.414339,23.561113
111年05月19日 12時04分00秒,臺中市大里區仁化里仁化路305號前0.0公尺,死亡1;受傷1,普通重型-機車;營業用-大貨車;營業用-曳引車;乘客-人,120.710621,24.094265
111年05月19日 16時45分00秒,雲林縣東勢鄉新坤村153線1公里處北上車道,死亡1;受傷0,普通重型-機車;自用-小客車,120.259927,23.722147
111年05月19日 17時03分00秒,彰化縣員林市三和里大同路1段482號前0.0公尺,死亡1;受傷1,普通重型-機車;大型重型1(550C.C.以上)-機車;腳踏自行車-慢車;自用-小客車,120.579106,23.966258
111年05月20日 04時36分13秒,花蓮縣吉安鄉和平路1段口 / 花蓮縣吉安鄉自強路口,死亡1;受傷1,營業用-曳引車;自用-小客車;自用-小客車;自用-小客車;普通重型-機車;普通重型-機車;乘客-人,121.589217,23.983008
111年05月20日 09時02分00秒,嘉義縣六腳鄉蘇厝村蘇厝寮247號前,死亡1;受傷0,普通重型-機車;營業用-大貨車,120.298277,23.553383
111年05月20日 10時29分00秒,臺南市佳里區南勢里176線公路10.5公里處東向路肩,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.165817,23.157957
111年05月20日 20時55分00秒,新北市板橋區縣民大道1段 / 新北市板橋區縣民大道1段,死亡1;受傷0,行人-人;自用-小客車,121.456950,25.005713
111年05月21日 19時10分18秒,臺南市下營區營前里中山路2段351號,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車;自用-小貨車(含客、貨兩用),120.265561,23.224632
111年05月21日 20時24分00秒,臺中市梧棲區永安里港埠路一段 / 臺中市梧棲區永安里永興路二段,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.526557,24.226823
111年05月22日 02時13分00秒,高雄市鼓山區鼓山三路 / 高雄市鼓山區雄峰路,死亡1;受傷0,普通重型-機車,120.283400,22.669110
111年05月22日 02時42分00秒,臺中市潭子區東寶里大富路一段前0.0公尺,死亡1;受傷0,普通重型-機車,120.684778,24.216188
111年05月22日 08時18分00秒,桃園市中壢區中央西路二段口 / 桃園市中壢區三光路口,死亡1;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,121.211171,24.961538
111年05月22日 10時54分00秒,臺北市中正區北平東路 / 臺北市中正區天津街,死亡1;受傷1,普通重型-機車;民營客運-大客車;自用-小客車;自用-小客車;乘客-人,121.522116,25.046803
111年05月22日 14時13分00秒,屏東縣竹田鄉美崙村龍崗路52號,死亡1;受傷0,普通重型-機車,120.549547,22.605414
111年05月22日 21時52分07秒,宜蘭縣頭城鎮港口路15-30號前0.0公尺東側,死亡1;受傷0,自用-小客車,121.839663,24.868924
111年05月23日 01時23分00秒,彰化縣彰化市南瑶里中山路1段 / 彰化縣彰化市南瑶里四維路,死亡1;受傷0,普通重型-機車,120.537777,24.065989
111年05月23日 06時05分00秒,臺南市麻豆區寮廍里176線23.7K處,死亡1;受傷0,普通重型-機車,120.279475,23.190304
111年05月23日 07時06分00秒,臺中市烏日區仁德里中山路一段365號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.639341,24.108025
111年05月23日 07時15分00秒,臺中市東區泉源里樂業路68號前0.0公尺,死亡1;受傷2,普通重型-機車;行人-人;乘客-人,120.694435,24.138569
111年05月23日 08時42分00秒,新北市新莊區環漢路3段662號前0.0公尺,死亡1;受傷1,自用-小貨車(含客、貨兩用);大型重型2(250-550C.C.)-機車,121.481379,25.009382
111年05月23日 12時35分00秒,基隆市中山區中山二路5號前0.0公尺,死亡1;受傷0,普通重型-機車,121.741037,25.136815
111年05月24日 06時14分00秒,桃園市中壢區慈惠三街口 / 桃園市中壢區九和六街口,死亡1;受傷1,普通重型-機車;自用-小客車,121.225825,24.964942
111年05月24日 18時54分00秒,屏東縣新園鄉新生路90號旁,死亡1;受傷1,普通重型-機車;普通重型-機車,120.445751,22.476627
111年05月24日 21時00分41秒,宜蘭縣員山鄉成功二路口 / 宜蘭縣員山鄉深福路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.696623,24.709807
111年05月24日 22時25分57秒,臺南市東山區縣165線 19公里附近,死亡1;受傷0,自用-小客車,120.399722,23.309123
111年05月24日 23時06分00秒,高雄市鳥松區公園路鳥松0558路燈號前0.0公尺前,死亡1;受傷0,普通重型-機車;民營客運-大客車,120.358536,22.647392
111年05月24日 23時49分00秒,新北市五股區新北市五股區臺64線道路9.5K處,死亡1;受傷1,自用-小客車;租賃車-小客車;乘客-人,121.398394,25.141247
111年05月25日 11時54分00秒,新北市樹林區新北市樹林區樹林陸橋路223670燈桿,死亡1;受傷2,租賃車-小客車;自用-小客車;自用-小客車;乘客-人,121.427704,24.999288
111年05月26日 06時02分00秒,高雄市苓雅區中正二路 / 高雄市苓雅區尚義街,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.315237,22.630391
111年05月26日 08時45分37秒,雲林縣莿桐鄉埔尾村油車產業道路(施瓜寮12號電桿)前,死亡1;受傷0,自用-大貨車;普通重型-機車,120.526960,23.736906
111年05月26日 10時27分00秒,新竹縣竹北市鳳岡路3段口 / 新竹縣竹北市長青路2段,死亡1;受傷2,普通重型-機車;自用-小客車;乘客-人,120.957360,24.859224
111年05月26日 12時08分00秒,雲林縣褒忠鄉台19線與158公路路口,死亡1;受傷0,自用-小客車;普通重型-機車,120.324192,23.697986
111年05月26日 15時50分00秒,高雄市小港區中林路機車專用道號前0.0公尺,死亡1;受傷0,普通重型-機車,120.301520,22.627160
111年05月26日 16時45分15秒,苗栗縣頭份市中華路頂埔幹59號,死亡1;受傷2,自用-小客車;乘客-人;乘客-人,120.923844,24.704107
111年05月26日 17時14分00秒,屏東縣高樹鄉大關巷(舊南勢25-2L8),死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.596427,22.773361
111年05月26日 17時19分40秒,臺南市下營區大吉里大屯寮39之8號前(174線15.13K處),死亡1;受傷0,自用-小客車;普通重型-機車,120.237325,23.233653
111年05月26日 21時31分00秒,新北市汐止區新北市汐止區禮門街534454號燈桿,死亡1;受傷0,自用-小客車;行人-人,121.656826,25.067543
111年05月27日 08時11分00秒,雲林縣西螺鎮下湳里雲35鄉道(張厝31電桿),死亡1;受傷0,普通重型-機車,120.431529,23.770489
111年05月27日 10時57分00秒,雲林縣斗六市重光里成功路與重光路口,死亡1;受傷0,普通重型-機車;自用-小客車,120.560708,23.694412
111年05月27日 15時26分44秒,花蓮縣吉安鄉建國路2段858號前0.0公尺附近,死亡1;受傷0,電動自行車-慢車;自用-大貨車;普通重型-機車;普通重型-機車,121.565745,23.995878
111年05月27日 17時01分00秒,高雄市梓官區梓官路9號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.267588,22.755300
111年05月27日 17時03分00秒,彰化縣鹿港鎮東石里鹿工路前0.0公尺,死亡1;受傷0,自用-大貨車;普通重型-機車,120.416704,24.076838
111年05月27日 19時18分00秒,桃園市龜山區中興路163號前0.0公尺,死亡1;受傷1,行人-人;普通重型-機車,121.332156,24.989229
111年05月28日 03時40分00秒,雲林縣麥寮鄉瓦磘村霄仁雲8線鄉道(011835)路燈附近,死亡1;受傷0,普通重型-機車,120.269959,23.749519
111年05月28日 06時21分02秒,臺東縣臺東市臨海路2段口 / 臺東縣臺東市豐谷南路口,死亡1;受傷0,普通重型-機車;自用-小客車,121.138870,22.737890
111年05月28日 08時46分00秒,臺南市新營區埤寮里中正路430巷與無名道路口,死亡1;受傷0,普通重型-機車;自用-小客車,120.320312,23.325333
111年05月28日 09時10分00秒,彰化縣溪湖鎮河東里環河路2段前0.0公尺,死亡1;受傷1,自用-大貨車;普通重型-機車;乘客-人,120.459627,23.937530
111年05月28日 12時57分20秒,屏東縣萬丹鄉四維村公園路電桿:社皮幹5L5,死亡1;受傷0,普通重型-機車,120.485440,22.594178
111年05月28日 17時18分00秒,臺中市神岡區社南里昌平路五段288號前0.0公尺,死亡1;受傷1,自用-小客車;腳踏自行車-慢車;乘客-人,120.681268,24.241648
111年05月28日 20時16分00秒,臺南市北區西門路四段北側 / 臺南市北區文成一路,死亡1;受傷0,自用-小客車;普通重型-機車,120.209342,23.013455
111年05月28日 22時10分00秒,新北市汐止區新北市汐止區伯爵街與伯爵街伯爵夫人社區管理委員會,死亡1;受傷1,普通重型-機車;自用-小客車;乘客-人,121.638023,25.080134
111年05月28日 22時30分22秒,宜蘭縣大同鄉台7線 88.2公里,死亡1;受傷0,大型重型2(250-550C.C.)-機車,121.528734,24.612874
111年05月29日 08時46分00秒,嘉義縣六腳鄉灣南村嘉59線1.7公里處,死亡1;受傷0,普通重型-機車,120.307058,23.493463
111年05月30日 11時54分08秒,臺南市東山區聖賢里田尾15-1號,死亡1;受傷0,普通重型-機車,120.362123,23.306869
111年05月30日 16時22分03秒,宜蘭縣三星鄉三星路三段(606巷口附近121號路燈前),死亡1;受傷0,普通重型-機車;普通重型-機車;自用-小客車,121.672429,24.667794
111年05月31日 02時06分00秒,新北市三峽區隆恩街190號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,121.361345,24.942583
111年05月31日 09時42分00秒,臺中市豐原區社皮里002鄰豐原大道一段252號前0.0公尺,死亡1;受傷0,大型重型1(550C.C.以上)-機車,120.703171,24.245804
111年05月31日 10時25分00秒,臺北市大同區通河西街1段前0.0公尺,死亡1;受傷0,腳踏自行車-慢車;普通重型-機車,121.517851,25.077687
111年05月31日 16時47分00秒,高雄市前鎮區一德路 / 高雄市前鎮區修文一街,死亡1;受傷0,自用-小客車;行人-人,120.307700,22.610460
111年05月31日 17時39分14秒,嘉義縣大林鎮溝背里嘉98線5公里處,死亡1;受傷1,自用-小客車;普通重型-機車,120.475563,23.618720
111年05月31日 17時52分50秒,花蓮縣花蓮市榮正街127號前0.0公尺,死亡1;受傷0,行人-人;自用-大貨車;乘客-人,121.597242,23.973833
111年05月31日 19時07分00秒,彰化縣伸港鄉台61線 166公里800.0公尺處南側向外側,死亡1;受傷0,自用-小貨車(含客、貨兩用);營業用-曳引車,120.466849,24.164415
111年06月01日 00時53分00秒,桃園市復興區中正路256號前0.0公尺附近,死亡1;受傷0,普通重型-機車,121.353354,24.822440
111年06月01日 01時32分00秒,臺北市萬華區萬大路427號前0.0公尺,死亡1;受傷0,普通重型-機車,121.498608,25.021326
111年06月01日 08時03分00秒,臺中市西屯區協和里五權西路三段 / 臺中市西屯區協和里工業區二十三路,死亡1;受傷0,營業用-小貨車(含客、貨兩用);普通重型-機車,120.604900,24.160941
111年06月01日 08時26分00秒,新北市汐止區大同路3段 / 新北市汐止區大安街附近,死亡2;受傷0,普通重型-機車;營業用-曳引車;乘客-人,121.667136,25.076415
111年06月01日 12時26分00秒,彰化縣芳苑鄉漢寶村芳漢路漢１段 / 彰化縣芳苑鄉漢寶村芳漢路漢１段,死亡1;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,120.365464,23.998686
111年06月01日 16時37分00秒,屏東縣萬丹鄉萬竹路口 / 屏東縣萬丹鄉萬竹路,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.512877,22.587946
111年06月02日 11時52分00秒,臺東縣臺東市中華大橋北上車道(臺東市公所編號010326號路燈附近),死亡1;受傷1,普通重型-機車;電動自行車-慢車,121.168988,22.771130
111年06月02日 14時39分00秒,桃園市中壢區中正路二段口 / 桃園市中壢區大享街口,死亡1;受傷0,自用-大貨車;普通重型-機車,121.197656,24.974440
111年06月02日 14時55分00秒,新北市三重區重新路3段122號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,121.492187,25.060127
111年06月02日 20時57分00秒,桃園市觀音區中山路一段738號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,121.100168,25.031867
111年06月03日 01時45分00秒,屏東縣枋山鄉台1線、成功路,死亡1;受傷2,大型重型2(250-550C.C.)-機車;自用-小客車;乘客-人,120.658975,22.248136
111年06月03日 03時10分00秒,臺中市沙鹿區三鹿里向上路七段前0.0公尺,死亡1;受傷0,普通重型-機車,120.553678,24.214193
111年06月03日 09時02分00秒,新竹市香山區中華路五段670號,死亡1;受傷0,普通重型-機車,120.915477,24.767164
111年06月03日 10時52分00秒,新北市淡水區行忠路32-對面號前0.0公尺,死亡1;受傷0,普通重型-機車,121.443371,25.171981
111年06月03日 13時19分00秒,高雄市鳳山區村紅毛港路 / 高雄市鳳山區家和一街,死亡1;受傷1,普通重型-機車;營業用-大貨車;乘客-人,120.343100,22.585220
111年06月04日 03時38分22秒,新竹縣竹東鎮員山路25號前0.0公尺附近,死亡2;受傷2,自用-小客車;乘客-人;乘客-人;乘客-人,121.031219,24.781697
111年06月04日 05時37分07秒,宜蘭縣壯圍鄉美福路二段222號,死亡1;受傷0,電動自行車-慢車,121.785589,24.724200
111年06月04日 18時10分00秒,臺北市大安區忠孝東路4段 / 臺北市大安區忠孝東路4段,死亡1;受傷0,普通重型-機車;自用-小客車;自用-小客車,121.547192,25.041615
111年06月04日 18時35分00秒,雲林縣虎尾鎮建國里293070燈桿前,死亡1;受傷0,普通重型-機車,120.406558,23.705914
111年06月04日 20時17分00秒,彰化縣二林鎮萬合里成田巷前0.0公尺,死亡1;受傷2,自用-小客車;乘客-人;乘客-人,120.410836,23.927419
111年06月05日 02時00分00秒,屏東縣內埔鄉東寧村東寧路472巷100號附近,死亡1;受傷0,腳踏自行車-慢車,120.566320,22.615134
111年06月05日 15時45分08秒,宜蘭縣壯圍鄉壯濱路2段285號前0.0公尺,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,121.816201,24.746749
111年06月05日 18時53分00秒,屏東縣東港鎮大同路262號前0.0公尺附近,死亡1;受傷0,普通重型-機車,120.467482,22.466948
111年06月06日 07時11分00秒,高雄市三民區九如一路 / 高雄市三民區臥龍路,死亡1;受傷1,普通重型-機車;普通重型-機車,120.329875,22.638754
111年06月06日 11時04分00秒,花蓮縣新城鄉北埔村北埔路197號前0.0公尺南側,死亡1;受傷0,普通重型-機車;自用-大貨車,121.604202,24.032999
111年06月06日 11時10分37秒,雲林縣二崙鄉油車村電桿224東10K旁路口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.379894,23.793304
111年06月06日 13時37分00秒,宜蘭縣冬山鄉武罕一路口 / 宜蘭縣冬山鄉幸福五路口,死亡1;受傷0,普通重型-機車;自用-小客車;乘客-人,121.792512,24.655461
111年06月06日 17時12分00秒,桃園市中壢區山大路口 / 桃園市中壢區山安路口,死亡1;受傷0,普通重型-機車;自用-小客車,121.173788,25.023345
111年06月06日 19時13分00秒,臺中市北屯區后庄里松竹路三段 / 臺中市北屯區后庄里后庄路,死亡1;受傷0,救護車-特種車;普通重型-機車,120.680013,24.171475
111年06月06日 20時48分00秒,嘉義縣大林鎮過溪里過溪6號前,死亡1;受傷0,行人-人;自用-小客車,120.504170,23.602888
111年06月06日 22時00分00秒,臺南市新市區永就里永就55-7號,死亡1;受傷0,普通重型-機車,120.297420,23.060678
111年06月06日 22時24分00秒,臺南市東區大同路口 / 臺南市東區大同路1段口,死亡1;受傷0,自用-小客車;行人-人,120.211195,22.985220
111年06月07日 02時11分00秒,彰化縣芳苑鄉興仁村建成路口 / 彰化縣芳苑鄉台17線路口,死亡1;受傷1,營業用-大貨車;自用-小客車;乘客-人,120.340386,23.955744
111年06月07日 07時18分08秒,苗栗縣銅鑼鄉119甲線與台72線口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.802226,24.494874
111年06月07日 07時45分00秒,臺北市中山區民權東路1段69號前0.0公尺,死亡1;受傷1,自用-小客車;普通重型-機車;普通重型-機車,121.526267,25.062721
111年06月07日 09時54分00秒,花蓮縣富里鄉台9線 282公里600.0公尺處,死亡1;受傷0,營業用-曳引車;普通重型-機車;自用-小貨車(含客、貨兩用),121.333320,23.297347
111年06月07日 17時30分00秒,宜蘭縣冬山鄉進福路進福橋上號前0.0公尺北側,死亡1;受傷0,普通重型-機車,121.806254,24.653349
111年06月08日 07時35分00秒,彰化縣大村鄉平和村山腳路168-1號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,120.576334,24.004789
111年06月08日 10時30分00秒,臺東縣關山鎮台9線 321公里900.0公尺處,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人,121.149431,23.009604
111年06月08日 17時09分00秒,臺南市柳營區東昇里台1線294.3公里第572417號燈桿-附近,死亡1;受傷0,租賃車-小客車,120.325221,23.274899
111年06月09日 03時52分00秒,南投縣南投市國道3號 226公里800.0公尺處北側向中線,死亡1;受傷3,自用-小客車;營業用-半聯結車;營業用-半聯結車;營業用-大貨車;營業用-大貨車;自用-小客車;自用-小客車;乘客-人,120.683002,23.923700
111年06月09日 16時17分00秒,新竹市香山區牛埔北路與牛埔北路171巷,死亡1;受傷1,普通重型-機車;普通重型-機車,120.940099,24.802095
111年06月09日 17時16分00秒,桃園市龜山區大湖路燈桿0814274號前0.0公尺附近,死亡1;受傷0,普通重型-機車;小型車-軍車,121.354243,25.046737
111年06月10日 09時55分00秒,臺南市永康區崑大路口 / 臺南市永康區大灣路口,死亡1;受傷0,自用-小客車;普通重型-機車,120.254320,22.998446
111年06月10日 16時44分00秒,南投縣魚池鄉台21線 59.8公里,死亡1;受傷0,大型重型1(550C.C.以上)-機車,120.920958,23.877824
111年06月10日 18時07分00秒,新竹縣竹東鎮員山路46號前,死亡1;受傷0,普通重型-機車,121.031924,24.781937
111年06月10日 18時11分00秒,桃園市新屋區中山東路二段口 / 桃園市新屋區福洲三街口,死亡1;受傷0,自用-小客車;普通重型-機車,121.145294,24.962687
111年06月11日 05時49分00秒,彰化縣北斗鎮新政里光復路 / 彰化縣北斗鎮新政里文苑路1段,死亡1;受傷0,自用-小客車;普通重型-機車,120.524138,23.875254
111年06月11日 16時55分00秒,高雄市鼓山區九如四路 / 高雄市鼓山區建榮路,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.301520,22.627160
111年06月11日 23時45分00秒,彰化縣和美鎮新庄里東發路 / 彰化縣和美鎮新庄里東發路,死亡1;受傷0,行人-人;自用-小客車,120.534861,24.096040
111年06月12日 02時10分00秒,彰化縣彰化市崙平里中華西路199-3號前0.0公尺,死亡1;受傷0,普通重型-機車,120.530144,24.071866
111年06月12日 18時31分00秒,彰化縣福興鄉元中村番花路1段717號前0.0公尺,死亡1;受傷0,電動自行車-慢車,120.475356,24.018796
111年06月13日 02時14分00秒,宜蘭縣壯圍鄉中央路3段電桿(中央69E9878GA68)),死亡1;受傷0,自用-小客車,121.790258,24.755284
111年06月13日 12時37分00秒,臺南市鹽水區岸內里電桿汫水高幹17號旁(蔦松路路段),死亡1;受傷0,普通輕型-機車,120.271896,23.329154
111年06月13日 15時34分06秒,宜蘭縣礁溪鄉礁溪路3段80號前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小客車;乘客-人,121.765645,24.804379
111年06月14日 11時55分00秒,屏東縣屏東市大同路口 / 屏東縣屏東市大興路口,死亡1;受傷1,自用-小客車;普通重型-機車,120.475861,22.666974
111年06月14日 12時16分00秒,新北市蘆洲區2號越堤道 / 新北市蘆洲區環堤大道路,死亡1;受傷1,大型重型1(550C.C.以上)-機車;計程車-小客車;普通重型-機車,121.473062,25.079465
111年06月14日 17時26分00秒,屏東縣屏東市前進里建國路前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人,120.447300,22.649755
111年06月14日 19時01分12秒,花蓮縣光復鄉台9線 242公里700.0公尺處南側向內側,死亡1;受傷0,自用-小貨車(含客、貨兩用),121.394249,23.608448
111年06月15日 02時00分00秒,高雄市內門區182縣道內東390燈桿號前0.0公尺,死亡1;受傷1,自用-小客車;乘客-人,120.425000,22.927110
111年06月15日 06時36分00秒,新竹市東區公道五路三段與東進路口往愛買方向外側慢車道(146295號燈桿),死亡1;受傷0,普通重型-機車,120.990060,24.806897
111年06月15日 06時52分00秒,苗栗縣苑裡鎮泰田里81之2號前水溝內,死亡1;受傷0,普通重型-機車,120.691880,24.393257
111年06月15日 09時46分00秒,桃園市龜山區萬壽路一段口 / 桃園市龜山區中正路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,121.410412,25.021179
111年06月15日 11時45分00秒,基隆市安樂區北濱公路澳底橋,死亡1;受傷1,自用-小客車;乘客-人,121.705497,25.166376
111年06月15日 15時09分00秒,雲林縣林內鄉中正路532號,死亡1;受傷0,自用-小客車;普通重型-機車,120.610664,23.752322
111年06月15日 17時48分00秒,臺南市仁德區文賢路一段862巷口,死亡1;受傷1,普通重型-機車;普通重型-機車,120.235241,22.923860
111年06月15日 18時30分00秒,高雄市燕巢區深中路深水229燈桿號前0.0公尺,死亡1;受傷0,普通重型-機車,120.405200,22.774640
111年06月16日 01時07分30秒,花蓮縣瑞穗鄉中正北路3段238-25號前0.0公尺附近,死亡1;受傷0,普通輕型-機車,121.382103,23.564909
111年06月16日 06時29分00秒,彰化縣伸港鄉海尾村中興路3段前0.0公尺,死亡1;受傷0,普通重型-機車,120.502278,24.181415
111年06月16日 06時50分00秒,新北市中和區新北市中和區和城路1段077358燈桿,死亡1;受傷0,普通重型-機車;營業用-曳引車,121.485198,24.993454
111年06月16日 07時40分00秒,臺中市北區錦祥里進化路 / 臺中市北區錦祥里天祥街,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,120.694122,24.161233
111年06月16日 07時46分00秒,桃園市新屋區赤欄里中山西路2段233號前0.0公尺附近,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.072866,24.978968
111年06月16日 08時03分00秒,臺南市鹽水區竹林里無名道路蜈蜞高幹31N0146FE97電桿前,死亡1;受傷0,自用-小客車;普通重型-機車,120.239803,23.259948
111年06月16日 14時49分00秒,臺南市鹽水區坔頭港里坔頭港200-55號前0.0公尺附近,死亡1;受傷0,普通重型-機車,120.250651,23.249653
111年06月16日 15時55分48秒,臺南市七股區大埕里大埕176公路8公里處,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.146423,23.146571
111年06月16日 19時34分00秒,彰化縣員林市萬年里員集路2段386弄前0.0公尺,死亡1;受傷0,普通重型-機車,120.588250,23.943620
111年06月16日 21時15分00秒,新北市板橋區新北市板橋區新海橋路往新莊P010412桿,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,121.465010,25.029209
111年06月17日 03時16分00秒,苗栗縣三義鄉國道1號 153公里400.0公尺處北側向爬坡,死亡1;受傷0,營業用-大貨車;營業用-全聯結車,120.746715,24.370854
111年06月17日 07時25分00秒,彰化縣永靖鄉竹子村竹中巷21號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,120.503864,23.922785
111年06月17日 10時55分00秒,桃園市桃園區慈德街118號前0.0公尺附近,死亡1;受傷0,自用-小客車;行人-人,121.298912,25.007696
111年06月17日 19時15分54秒,臺中市烏日區國道3號 203公里400.0公尺處北側向輔助,死亡1;受傷2,自用-小客車;自用-小客車;自用-小客車;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用),120.622137,24.082855
111年06月18日 00時02分00秒,彰化縣彰化市中庄里中山路3段 / 彰化縣彰化市中庄里台化街,死亡1;受傷0,自用-小客車;普通重型-機車,120.562288,24.087290
111年06月18日 11時22分00秒,雲林縣土庫鎮埤腳里扶朝210號旁路口,死亡1;受傷0,自用-小客車;普通重型-機車,120.365328,23.669403
111年06月18日 12時15分00秒,彰化縣田中鎮新庄里中山街 / 彰化縣田中鎮新庄里中南路3段,死亡1;受傷0,自用-小客車;普通重型-機車,120.594376,23.854506
111年06月18日 18時14分00秒,新北市貢寮區新北市貢寮區丹裡街36號之1(102甲線7.3K),死亡1;受傷1,普通重型-機車;乘客-人,121.797054,24.686700
111年06月18日 19時00分00秒,基隆市安樂區基金一路97號前0.0公尺,死亡1;受傷0,普通重型-機車,121.718545,25.138402
111年06月19日 09時39分00秒,臺中市北區金龍里梅亭街 / 臺中市北區金龍里健行路,死亡1;受傷1,普通重型-機車;普通重型-機車;自用-小客車,120.688892,24.160195
111年06月19日 10時08分00秒,高雄市茄萣區正大路崎漏1010燈桿號前0.0公尺,死亡1;受傷0,營業用-曳引車;普通重型-機車,120.185600,22.889380
111年06月19日 10時44分00秒,桃園市龍潭區龍源路294號前0.0公尺附近,死亡1;受傷1,大型重型2(250-550C.C.)-機車;大型重型2(250-550C.C.)-機車;大型重型2(250-550C.C.)-機車,121.213281,24.822223
111年06月19日 12時05分25秒,苗栗縣三灣鄉大河村台三線103.6公里北上內側車道,死亡1;受傷0,普通重型-機車;自用-小客車,120.955783,24.614328
111年06月19日 13時05分00秒,新竹市香山區大庄路17號,死亡1;受傷0,普通重型-機車,120.928400,24.788887
111年06月19日 23時25分00秒,雲林縣水林鄉大溝村164公路(水林179-3號電桿)前,死亡1;受傷0,自用-小貨車(含客、貨兩用);腳踏自行車-慢車,120.200371,23.575868
111年06月20日 03時50分00秒,嘉義縣布袋鎮新民里台61線275公里400公尺處,死亡1;受傷0,營業用-全聯結車;自用-大貨車,120.155831,23.345786
111年06月20日 07時39分03秒,花蓮縣吉安鄉慶豐四街口 / 花蓮縣吉安鄉慶南三街,死亡1;受傷0,自用-小客車;普通重型-機車,121.570830,23.975420
111年06月20日 07時47分00秒,臺南市麻豆區安正里番寮高幹21左5號電桿前路口,死亡1;受傷0,自用-大貨車;自用-小客車,120.220102,23.166567
